study_words,test_words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,slider.started,slider.response,slider.rt,text_2.started,textbox.started,text_3.started,mouse.started,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,c_nv_s,,,,,0,66,66,99,,,,,392.2792571000027,392.2792571000027,392.2792571000027,0.004502499999944121,canvas,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[4.236501799998223],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,d_nut,,,,,0,67,67,85,,,,,396.51818630000344,396.51818630000344,396.51818630000344,0.0020379999914439395,donut,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[2.3145723000052385],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,_a_nt,,,,,0,68,68,19,,,,,398.83523080000305,398.83523080000305,398.83523080000305,0.0017151999927591532,,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[8.46718079999846],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,w_ _e,,,,,0,69,69,50,,,,,407.3057984000043,407.3057984000043,407.3057984000043,0.001989899988984689,were,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[3.7574173000029987],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,bo_t_e,,,,,0,70,70,5,,,,,411.0661243000068,411.0661243000068,411.0661243000068,0.0022314000088954344,bottle,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[2.446002700002282],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,p_n_appl_,,,,,0,71,71,55,,,,,413.51468269999896,413.51468269999896,413.51468269999896,0.0020432000019354746,pineapple,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[2.9244395999994595],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,gh_st,,,,,0,72,72,93,,,,,416.44246310000017,416.44246310000017,416.44246310000017,0.0019163000106345862,ghost,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[3.825667799988878],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,tr_m,,,,,0,73,73,59,,,,,420.2708533999976,420.2708533999976,420.2708533999976,0.001781200000550598,trim,[0.11851851851851852],[-0.30462962962962964],[1],[0],[0],[2.7305038000049535],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,cl_s_,,,,,0,74,74,68,,,,,423.0042145000043,423.0042145000043,423.0042145000043,0.001920299997436814,class,[0.10648148148148148],[-0.2972222222222222],[1],[0],[0],[2.9530733000137843],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,la_g_ag_,,,,,0,75,75,62,,,,,425.9602901000035,425.9602901000035,425.9602901000035,0.0019182999967597425,language,[0.1111111111111111],[-0.29907407407407405],[1],[0],[0],[4.32579989999067],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,p_g__n,,,,,0,76,76,82,,,,,430.28883370000403,430.28883370000403,430.28883370000403,0.001894400003948249,pigeon,[0.1111111111111111],[-0.29907407407407405],[1],[0],[0],[3.1532793999940623],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,s_ad_w,,,,,0,77,77,75,,,,,433.44548300000315,433.44548300000315,433.44548300000315,0.0020963999995728955,shadow,[0.1111111111111111],[-0.29907407407407405],[1],[0],[0],[5.053996899994672],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,r_s_,,,,,0,78,78,60,,,,,438.5023414000025,438.5023414000025,438.5023414000025,0.0018500000005587935,rose,[0.1175925925925926],[-0.3074074074074074],[1],[0],[0],[2.8565600000001723],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,p_ll_r,,,,,0,79,79,88,,,,,441.36100480001187,441.36100480001187,441.36100480001187,0.0017035000055329874,pillar,[0.1175925925925926],[-0.3],[1],[0],[0],[3.5700783999927808],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,w_e_lc_a_r,,,,,0,80,80,36,,,,,444.93493930000113,444.93493930000113,444.93493930000113,0.002297400002134964,wheelchair,[0.11851851851851852],[-0.2935185185185185],[1],[0],[0],[5.187575300005847],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,s_nl_g_t,,,,,0,81,81,48,,,,,450.1252353000018,450.1252353000018,450.1252353000018,0.0018631999992066994,sunlight,[0.11851851851851852],[-0.2935185185185185],[1],[0],[0],[3.358988499996485],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,_p_a_d_,,,,,0,82,82,7,,,,,453.4869854999997,453.4869854999997,453.4869854999997,0.0021800000104121864,,[0.11851851851851852],[-0.2935185185185185],[1],[0],[0],[3.118636200000765],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,f_r_,,,,,0,83,83,92,,,,,456.6092078000074,456.6092078000074,456.6092078000074,0.0017857999919215217,fire,[0.12037037037037036],[-0.2953703703703704],[1],[0],[0],[2.7097405000095023],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,b_g,,,,,0,84,84,17,,,,,459.3207134000113,459.3207134000113,459.3207134000113,0.0014402999950107187,bag,[0.12129629629629629],[-0.30925925925925923],[1],[0],[0],[2.647174099998665],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,st_l_,,,,,0,85,85,46,,,,,461.97076680000464,461.97076680000464,461.97076680000464,0.0022040000039851293,stale,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[9.452244699990842],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,__a_n_e,,,,,0,86,86,9,,,,,471.42747720000625,471.42747720000625,471.42747720000625,0.0019156000053044409,,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[7.255344899996999],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,l_b_rty,,,,,0,87,87,76,,,,,478.68484260000696,478.68484260000696,478.68484260000696,0.0020361000060802326,liberty,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[3.1251122999965446],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,c_mp_a_nt,,,,,0,88,88,84,,,,,481.8135096000042,481.8135096000042,481.8135096000042,0.0021953999967081472,comp,[],[],[],[],[],[],[],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,s_rv_v_l,,,,,0,89,89,49,,,,,491.81410490001144,491.81410490001144,491.81410490001144,0.003177899998263456,survival,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[4.397736500002793],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,br_ _m_t_ck,,,,,0,90,90,77,,,,,496.2151501000044,496.2151501000044,496.2151501000044,0.0023865999974077567,broomstick,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[3.165470899999491],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,c_n_p_cu_us,,,,,0,91,91,45,,,,,499.38519919999817,499.38519919999817,499.38519919999817,0.002053700009128079,conspicuous,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[6.150620800006436],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,f_l_,,,,,0,92,92,44,,,,,505.53794229999767,505.53794229999767,505.53794229999767,0.001516999996965751,file,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[2.209862699994119],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,b_ _k,,,,,0,93,93,4,,,,,507.74965730000986,507.74965730000986,507.74965730000986,0.0017443000106140971,book,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[1.9203017999971053],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,l_t_er,,,,,0,94,94,32,,,,,509.673621000009,509.673621000009,509.673621000009,0.001962099995580502,letter,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[4.817502100006095],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,__nv_lesc_nt ,,,,,0,95,95,34,,,,,514.4940693000099,514.4940693000099,514.4940693000099,0.0023286000068765134,convelescent,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[5.191999400005443],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,p_v_t,,,,,0,96,96,42,,,,,519.6881831000064,519.6881831000064,519.6881831000064,0.0017197999986819923,pivot,[0.1175925925925926],[-0.2953703703703704],[1],[0],[0],[2.383875600004103],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,c_sh_ on,,,,,0,97,97,2,,,,,522.075390500002,522.075390500002,522.075390500002,0.002000500011490658,cushon,[0.1361111111111111],[-0.31296296296296294],[1],[0],[0],[4.153631599998334],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,Ch_ _r,,,,,0,98,98,97,,,,,526.2320835999999,526.2320835999999,526.2320835999999,0.0020729999960167333,chair,[0.06944444444444445],[-0.30185185185185187],[1],[0],[0],[3.0142129000014393],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
,l__gu_n_,,,,,0,99,99,29,,,,,529.2494497000007,529.2494497000007,529.2494497000007,0.0019247000018367544,linguini,[0.06944444444444445],[-0.30185185185185187],[1],[0],[0],[3.700972999999067],['text_3'],104,001,2023-10-05_16h18.52.976,word priming experiment,2023.1.3,145.12397940509823,
