trials_2.thisTrialN,trials_2.stepSize,trials_2.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,corrans,orrientation,key_resp.corr,trials_2.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
21,1,1.0,50.67840259999866,51.17342959999951,51.17342959999951,51.18036149999898,51.478585400000156,right,1.0,0,0,1.1880129000019224,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
22,1,2.0,52.373477600000115,52.873455699998885,52.873455699998885,52.873455699998885,53.17822989999877,right,2.0,1,1,2.1137917000014568,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
23,1,2.0,54.99568790000012,55.48877579999862,55.48877579999862,55.495650699998805,55.794438699998864,left,-2.0,1,1,0.7726632000012614,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
24,0.5,2.0,56.272016099999746,56.771617700000206,56.771617700000206,56.771617700000206,57.07677999999942,left,-2.0,1,1,2.4274398000015935,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
25,0.5,1.5,59.211611799999446,59.706330299999536,59.706330299999536,59.71395990000019,60.01149929999883,left,-1.5,1,1,1.2689170000012382,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
26,0.5,1.5,60.98256299999957,61.48255590000008,61.48255590000008,61.48255590000008,61.78716489999897,left,-1.5,1,1,0.8375731000014639,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
27,0.5,1.5,62.32835290000003,62.828380999999354,62.828380999999354,62.828380999999354,63.133702600000106,right,1.5,1,1,0.6453552000002674,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
28,0.5,1.0,63.48505309999928,63.97978039999907,63.97978039999907,63.98655390000022,64.2844839999998,right,1.0,1,1,1.7498135000005277,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
29,0.5,1.0,65.74140719999923,66.24132079999981,66.24132079999981,66.24132079999981,66.54617529999996,left,-1.0,1,1,0.8313423000017792,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
30,0.5,1.0,67.08051139999952,67.58000530000027,67.58000530000027,67.58000530000027,67.88523559999885,right,1.0,1,1,2.5823041000003286,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
31,0.5,1.0,70.17425980000007,70.67395839999881,70.67395839999881,70.67395839999881,70.97897069999999,right,1.0,1,1,1.1342115999996167,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
32,0.5,1.0,71.81886649999979,72.31811000000016,72.31811000000016,72.31811000000016,72.62327759999971,left,-1.0,1,1,1.2556452000007994,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
33,0.5,1.0,73.58044879999943,74.08004179999989,74.08004179999989,74.08004179999989,74.38514860000032,right,1.0,1,1,0.7926444000004267,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
34,0.5,1.0,74.88472189999993,75.38420640000004,75.38420640000004,75.38420640000004,75.68936620000022,left,-1.0,1,1,0.5466881000011199,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
