trials_2.thisTrialN,trials_2.stepSize,trials_2.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,corrans,orrientation,key_resp.corr,trials_2.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
122,0.5,1.5,173.03303719999894,173.53259780000008,173.53259780000008,173.53259780000008,173.83773089999886,left,-1.5,1,1,0.493844500000705,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
123,0.5,1.5,174.03898969999864,174.5384314999992,174.5384314999992,174.5384314999992,174.8435740999994,right,1.5,1,1,0.5776028000000224,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
124,0.5,1.0,175.13291000000027,175.6276227999988,175.6276227999988,175.6344737999989,175.9327816999994,right,1.0,1,1,0.3520259000015358,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
125,0.5,1.0,175.9881377999991,176.48796539999967,176.48796539999967,176.48796539999967,176.79305159999967,left,-1.0,0,0,0.30509800000072573,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
126,0.5,1.5,176.80006859999958,177.2997321999992,177.2997321999992,177.2997321999992,177.60477209999954,right,1.5,0,0,0.3974872000017058,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
127,0.5,2.0,177.7087505999989,178.20809809999992,178.20809809999992,178.20809809999992,178.51335149999977,left,-2.0,1,1,0.31540619999941555,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
128,0.5,2.0,178.53422359999968,179.03372449999915,179.03372449999915,179.03372449999915,179.33954300000005,left,-2.0,1,1,0.486736100001508,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
129,0.5,2.0,179.5332798999989,180.03294279999864,180.03294279999864,180.03294279999864,180.3380619999989,right,2.0,1,1,0.5903622000023461,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
130,0.5,1.5,180.63627739999902,181.13601190000009,181.13601190000009,181.13601190000009,181.44138049999856,left,-1.5,1,1,0.645840600001975,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
131,0.5,1.5,181.79480630000035,182.29461309999897,182.29461309999897,182.29461309999897,182.59974989999864,right,1.5,0,0,0.7115267999997741,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
132,0.5,2.0,183.0207649999993,183.5154595999993,183.5154595999993,183.52235269999983,183.82043290000001,left,-2.0,1,1,0.5804874000004929,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
133,0.5,2.0,184.10483899999963,184.60457099999985,184.60457099999985,184.60457099999985,184.9099710999999,left,-2.0,0,0,0.5964413000001514,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
134,0.5,2.5,185.20772579999903,185.70779949999996,185.70779949999996,185.70779949999996,186.01271929999893,left,-2.5,0,0,0.6287675000003219,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
135,0.5,3.0,186.34554339999886,186.84499460000006,186.84499460000006,186.84499460000006,187.15025160000005,right,3.0,1,1,0.6224948000017321,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
136,0.5,3.0,187.47636769999917,187.9759252999993,187.9759252999993,187.9759252999993,188.28092300000026,right,3.0,1,1,0.6839323000003787,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
137,0.5,3.0,188.66978480000034,189.1690619000001,189.1690619000001,189.1690619000001,189.4728243999998,left,-3.0,0,0,0.29721190000054776,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
138,0.5,3.5,189.48670200000015,189.97413719999895,189.97413719999895,189.98792799999865,190.27899660000003,left,-3.5,1,1,1.5527173999998922,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
139,0.5,3.5,191.53464079999867,192.03442519999953,192.03442519999953,192.03442519999953,192.33933699999943,left,-3.5,1,1,0.6909135000005335,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
140,0.5,3.5,192.73472719999882,193.2344248999998,193.2344248999998,193.2344248999998,193.5397269999994,left,-3.5,1,1,0.6675126000009186,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
141,0.5,3.0,193.9139610000002,194.4136572999996,194.4136572999996,194.4136572999996,194.7186174999988,right,3.0,0,0,0.49189860000115004,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
142,0.5,3.5,194.91312599999947,195.4135064000002,195.4135064000002,195.4135064000002,195.71808769999916,right,3.5,1,1,0.8069474000003538,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
143,0.5,3.5,196.23145750000003,196.73100299999896,196.73100299999896,196.73100299999896,197.03595929999938,right,3.5,1,1,0.4611013000012463,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
144,0.5,3.5,197.20248399999946,197.70192309999948,197.70192309999948,197.70192309999948,198.00704399999995,right,3.5,1,1,0.3605148000006011,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
145,0.5,3.0,198.06953629999953,198.56906049999998,198.56906049999998,198.56906049999998,198.87415279999914,right,3.0,1,1,0.41681600000083563,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
146,0.5,3.0,198.99913360000028,199.49884089999978,199.49884089999978,199.49884089999978,199.80377359999875,right,3.0,1,1,0.3134939999999915,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
147,0.5,3.0,199.82454770000004,200.32412730000033,200.32412730000033,200.32412730000033,200.62923659999979,right,3.0,1,1,0.35103500000150234,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
148,0.5,2.5,200.68487350000032,201.1848186999996,201.1848186999996,201.1848186999996,201.489566799999,left,-2.5,0,0,0.35638460000154737,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
149,0.5,3.0,201.55696699999862,202.0516351999995,202.0516351999995,202.05866140000035,202.35650999999962,right,3.0,1,1,0.585047200002009,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
150,0.5,3.0,202.64872409999953,203.1477262999997,203.1477262999997,203.15465509999922,203.45293560000027,right,3.0,1,1,0.37138620000041556,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
151,0.5,3.0,203.53406319999885,204.02924919999896,204.02924919999896,204.0358600999989,204.33394029999909,right,3.0,1,1,0.413688300001013,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
152,0.5,2.5,204.45667329999924,204.95131869999932,204.95131869999932,204.95818659999895,205.25648439999895,right,2.5,1,1,0.40669180000077176,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
153,0.5,2.5,205.36753879999924,205.86536989999877,205.86536989999877,205.87459929999932,206.16564149999977,right,2.5,1,1,0.2941891000009491,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
154,0.5,2.5,206.1723646999999,206.67185069999869,206.67185069999869,206.67185069999869,206.97678459999952,right,2.5,1,1,0.38716759999988426,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
155,0.5,2.0,207.06701330000033,207.5666674999993,207.5666674999993,207.5666674999993,207.8717144000002,left,-2.0,0,0,0.4146311999993486,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
156,0.5,2.5,207.98966119999932,208.48948539999947,208.48948539999947,208.48948539999947,208.7946538999986,left,-2.5,1,1,0.3800392000011925,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
157,0.5,2.5,208.8779588999987,209.37741529999948,209.37741529999948,209.37741529999948,209.68237859999863,right,2.5,0,0,0.3482685000017227,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
158,0.5,3.0,209.73804909999853,210.2376323999997,210.2376323999997,210.2376323999997,210.54322899999897,right,3.0,1,1,0.9544442999995226,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
159,0.5,3.0,211.2017125000002,211.7013451999992,211.7013451999992,211.7013451999992,212.00645809999878,right,3.0,1,1,0.5244819000017742,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
160,0.5,3.0,212.23531840000032,212.7349032000002,212.7349032000002,212.7349032000002,213.0399854999996,left,-3.0,1,1,0.6115597000007256,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
161,0.5,2.5,213.3590695999992,213.858793899999,213.858793899999,213.858793899999,214.16401190000033,left,-2.5,1,1,0.39447870000003604,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
162,0.5,2.5,214.26101169999856,214.76071969999975,214.76071969999975,214.76071969999975,215.06583049999972,right,2.5,1,1,0.47709730000133277,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
163,0.5,2.5,215.25110529999984,215.7458416999998,215.7458416999998,215.75266959999863,216.05160559999968,right,2.5,1,1,1.686777600001733,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
164,0.5,2.0,217.45001149999916,217.9452255999986,217.9452255999986,217.95191150000028,218.25006089999988,left,-2.0,1,1,0.6385098000009748,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
165,0.5,2.0,218.5946473999993,219.08947389999958,219.08947389999958,219.09630469999865,219.3945348999987,right,2.0,1,1,0.5514936000017769,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
166,0.5,2.0,219.65128019999975,220.15071050000006,220.15071050000006,220.15071050000006,220.45589069999914,left,-2.0,1,1,0.5106455999994068,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
167,0.5,1.5,220.67107249999935,221.16423570000006,221.16423570000006,221.17111029999978,221.4689142999996,left,-1.5,1,1,0.5394047999998293,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
168,0.5,1.5,221.71173850000014,222.21155670000007,222.21155670000007,222.21155670000007,222.5165782999993,left,-1.5,1,1,0.4055180000013934,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
169,0.5,1.5,222.62746779999907,223.12682779999886,223.12682779999886,223.12682779999886,223.43256809999912,left,-1.5,1,1,0.3077952000021469,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
170,0.5,1.0,223.4508210999993,223.94563910000034,223.94563910000034,223.9523911999986,224.2506169999997,left,-1.0,1,1,0.34318830000120215,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
171,0.5,1.0,224.2992789,224.7987075000001,224.7987075000001,224.7987075000001,,left,-1.0,1,1,0.27576629999930447,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
172,0.5,1.0,225.08334269999978,225.5827197999988,225.5827197999988,225.5827197999988,,left,-1.0,1,1,0.28339930000038294,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
173,0.5,1.0,225.874174999999,226.37415340000007,226.37415340000007,226.37415340000007,,right,1.0,0,0,0.26296410000031756,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
174,0.5,1.5,226.64908769999965,227.14399029999913,227.14399029999913,227.15073949999896,227.45374749999974,right,1.5,0,0,0.7845106000004307,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
175,0.5,2.0,227.9426926999986,228.44107499999882,228.44107499999882,228.44782250000026,228.7460269000003,left,-2.0,0,0,0.6795927000002848,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
176,0.5,2.5,229.12757499999861,229.62734889999956,229.62734889999956,229.62734889999956,229.9322407999989,right,2.5,0,0,0.3100599000008515,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
177,0.5,3.0,229.95087020000028,230.44586999999956,230.44586999999956,230.45272169999953,230.75081669999963,right,3.0,0,0,1.0496796000006725,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
178,0.5,3.5,231.5073797999994,232.00676399999975,232.00676399999975,232.00676399999975,232.3116513999994,left,-3.5,1,1,1.4860079000009137,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
179,0.5,3.5,233.50492630000008,234.00477890000002,234.00477890000002,234.00477890000002,234.3098313999999,left,-3.5,1,1,0.6816027999993821,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
180,0.5,3.5,234.69832069999939,235.19780399999945,235.19780399999945,235.19780399999945,235.5031538000003,left,-3.5,1,1,0.4033857000013086,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
181,0.5,3.0,235.6139622999999,236.1137065999992,236.1137065999992,236.1137065999992,236.41858039999897,right,3.0,1,1,0.5206029000000854,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
182,0.5,3.0,236.64760240000032,237.14706119999937,237.14706119999937,237.14706119999937,237.44997299999886,left,-3.0,1,1,0.5001584000001458,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
183,0.5,3.0,237.6604845999991,238.15980709999894,238.15980709999894,238.15980709999894,238.46513239999877,left,-3.0,1,1,0.6118516000005911,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
184,0.5,2.5,238.7841505999986,239.28408800000034,239.28408800000034,239.28408800000034,239.58912039999996,right,2.5,1,1,0.5528466000014305,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
185,0.5,2.5,239.84565370000018,240.3451972999992,240.3451972999992,240.3451972999992,240.65069140000014,left,-2.5,1,1,0.6171596000003774,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
186,0.5,2.5,240.96952330000022,241.46900549999918,241.46900549999918,241.46900549999918,241.77430149999964,left,-2.5,1,1,0.5879600000007486,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
187,0.5,2.0,242.06548999999904,242.56509219999862,242.56509219999862,242.56509219999862,242.87005999999928,right,2.0,1,1,0.5996825000001991,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
188,0.5,2.0,243.1764721999989,243.67492089999905,243.67492089999905,243.68195519999972,243.98035030000028,left,-2.0,0,0,0.7500362999999197,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
189,0.5,2.5,244.43813039999986,244.9375291999986,244.9375291999986,244.9375291999986,245.2430465999987,right,2.5,0,0,1.6514197000014974,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
190,0.5,3.0,246.60243979999905,247.1022471999986,247.1022471999986,247.1022471999986,247.40735969999878,left,-3.0,0,0,2.469756200001939,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
191,0.5,3.5,249.58375539999906,250.0786049999988,250.0786049999988,250.08531669999866,250.38326509999933,left,-3.5,1,1,0.7259284000010666,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
192,0.5,3.5,250.8133930999993,251.31309909999982,251.31309909999982,251.31309909999982,251.6181087999994,left,-3.5,1,1,0.45855350000056205,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
193,0.5,3.5,251.7899183999998,252.28433609999956,252.28433609999956,252.29118579999886,252.58923719999984,right,3.5,1,1,0.6237406000018382,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
194,0.5,3.0,252.92051279999941,253.41490969999904,253.41490969999904,253.42177699999957,253.72000610000032,right,3.0,1,1,1.656682800001363,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
195,0.5,3.0,255.08006179999938,255.57975649999935,255.57975649999935,255.57975649999935,255.8845556999986,right,3.0,1,1,1.139204700000846,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
196,0.5,3.0,256.7308866000003,257.2308419000001,257.2308419000001,257.2308419000001,257.53571759999977,right,3.0,1,1,0.6878465999998298,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
197,0.5,2.5,257.93124910000006,258.4309388999991,258.4309388999991,258.4309388999991,258.73580179999954,left,-2.5,1,1,0.5450648000005458,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
198,0.5,2.5,258.9906355000003,259.48528649999935,259.48528649999935,259.4923361000001,259.79021509999984,right,2.5,1,1,0.4888468000008288,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
199,0.5,2.5,259.98433979999936,260.4844314000002,260.4844314000002,260.4844314000002,260.7891192999996,right,2.5,1,1,0.40898879999986093,010,001,2023-09-05_17h35.32.533,staircase,2023.1.3,143.59377894459436,
